ID,SYMBOL,NAME,EXCHANGE
29200,LYB,LyondellBasell Industries NV,New York Stock Exchange
29201,DISH,DISH Network Corp,Nasdaq Global Select
29202,NE,Noble Corporation PLC,New York Stock Exchange
29203,MGA,Magna International Inc,New York Stock Exchange
29204,AEO,American Eagle Outfitters Inc,New York Stock Exchange
29205,XHB,SPDR Series Trust Homebuilders,NYSE Arca
29206,BP,BP p.l.c.,New York Stock Exchange
29207,XEL,Xcel Energy Inc,Nasdaq Global Select
29208,NTNX,Nutanix Inc,Nasdaq Global Select
29209,VVV,Valvoline Inc,New York Stock Exchange
29211,HQY,Healthequity Inc,Nasdaq Global Select
29212,ARCC,Ares Capital Corp,Nasdaq Global Select
29213,UPS,United Parcel Service Inc,New York Stock Exchange
29214,MUR,Murphy Oil Corp,New York Stock Exchange
29216,VMC,Vulcan Materials Co,New York Stock Exchange
29217,SDS,ProShares UltraShort S&P500,NYSE Arca
29218,NOMD,Nomad Foods Ltd,New York Stock Exchange
29219,ANTM,Anthem Inc,New York Stock Exchange
29221,SFIX,Stitch Fix Inc,Nasdaq Global Select
29223,GD,General Dynamics Corp,New York Stock Exchange
29224,KIM,Kimco Realty Corp,New York Stock Exchange
29225,FNF,Fidelity National Financial Inc,New York Stock Exchange
29226,BXMT,Blackstone Mortgage Trust Inc,New York Stock Exchange
29227,NWS,News Corporation,Nasdaq Global Select
29228,CHD,Church & Dwight Co Inc,New York Stock Exchange
29229,XLY,SPDR Select Sector Fund - Consumer Discretionary,NYSE Arca
29230,DLR,Digital Realty Trust Inc,New York Stock Exchange
29231,IP,International Paper Co,New York Stock Exchange
29232,CLI,Mack-Cali Realty Corp,New York Stock Exchange
29233,SE,Sea Ltd,New York Stock Exchange
29234,CC,Chemours Co,New York Stock Exchange
29235,DAN,Dana Inc,New York Stock Exchange
29236,ZBH,Zimmer Biomet Holdings Inc,New York Stock Exchange
29237,NVAX,Novavax Inc,Nasdaq Global Select
29238,LPX,Louisiana-Pacific Corp,New York Stock Exchange
29239,ALDR,Alder BioPharmaceuticals Inc.,NASDAQ Global Market
29240,BBY,Best Buy Co Inc,New York Stock Exchange
29241,GRUB,GrubHub Inc,New York Stock Exchange
29242,BG,Bunge Ltd,New York Stock Exchange
29243,LC,LendingClub Corp,New York Stock Exchange
29244,PWR,Quanta Services Inc,New York Stock Exchange
29245,TNDM,Tandem Diabetes Care Inc,NASDAQ Global Market
29246,DXCM,DexCom Inc,Nasdaq Global Select
29247,NTCT,Netscout Systems Inc,Nasdaq Global Select
29249,NYMT,New York Mortgage Trust Inc,Nasdaq Global Select
29250,NEM,Newmont Corporation,New York Stock Exchange
29251,BEN,Franklin Resources Inc,New York Stock Exchange
29253,SHLX,Shell Midstream Partners LP,New York Stock Exchange
29255,NAVI,Navient Corp,Nasdaq Global Select
29257,PBH,Prestige Consumer Healthcare Inc,New York Stock Exchange
29258,SBH,Sally Beauty Holdings Inc,New York Stock Exchange
29260,NI,NiSource Inc,New York Stock Exchange
29261,LLY,Eli Lilly and Co,New York Stock Exchange
29262,STNG,Scorpio Tankers Inc,New York Stock Exchange
29263,TTWO,Take-Two Interactive Software Inc,Nasdaq Global Select
29264,KLAC,KLA Corp,Nasdaq Global Select
29265,LADR,Ladder Capital Corp,New York Stock Exchange
29266,XRT,SPDR S&P Retail,NYSE Arca
29267,FHN,First Horizon National Corp,New York Stock Exchange
29268,GOOG,Alphabet Inc.,Nasdaq Global Select
29270,HSIC,Henry Schein Inc,Nasdaq Global Select
29271,CXO,Concho Resources Inc,New York Stock Exchange
29272,HLX,Helix Energy Solutions Group Inc,New York Stock Exchange
29273,RSG,Republic Services Inc,New York Stock Exchange
29274,BIG,Big Lots Inc,New York Stock Exchange
29275,CYH,Community Health Systems Inc,New York Stock Exchange
29276,PAYC,Paycom Software Inc,New York Stock Exchange
29277,GCP,GCP Applied Technologies Inc,New York Stock Exchange
29278,YUM,Yum! Brands Inc,New York Stock Exchange
29279,STZ,Constellation Brands Inc,New York Stock Exchange
29280,EWH,iShares MSCI Hong Kong Index Fund,NYSE Arca
29281,LBTYK,Liberty Global plc,Nasdaq Global Select
29282,LYG,Lloyds Banking Group Plc American Depositary Shares,New York Stock Exchange
29283,MEOH,Methanex Corp,Nasdaq Global Select
29284,GIII,G-III Apparel Group Ltd,Nasdaq Global Select
29285,USFD,US Foods Holding Corp,New York Stock Exchange
29286,SSO,ProShares Ultra S&P500,NYSE Arca
29287,SFM,Sprouts Farmers Market Inc,Nasdaq Global Select
29288,SPXL,Direxion Daily S&P 500 Bull 3X Shares,NYSE Arca
29289,THC,Tenet Healthcare Corp,New York Stock Exchange
29290,DOC,Physicians Realty Trust,New York Stock Exchange
29291,ALLY,Ally Financial Inc,New York Stock Exchange
29292,QRVO,Qorvo Inc,Nasdaq Global Select
29294,AVP,Avon Products Inc.,New York Stock Exchange
29295,HEDJ,WisdomTree Europe Hedged Equity Fund,NYSE Arca
29296,EVR,Evercore Inc,New York Stock Exchange
29297,CMS,CMS Energy Corp,New York Stock Exchange
29298,XLB,Materials Select Sector SPDR,NYSE Arca
29299,DOX,Amdocs Ltd,Nasdaq Global Select
29300,RIO,Rio Tinto Plc,New York Stock Exchange
29301,HMHC,Houghton Mifflin Harcourt Co,Nasdaq Global Select
29302,NMRK,Newmark Group Inc,Nasdaq Global Select
29303,PDM,Piedmont Office Realty Trust Inc,New York Stock Exchange
29304,KMT,Kennametal Inc,New York Stock Exchange
29305,SRNE,Sorrento Therapeutics Inc,NASDAQ Capital Market
29306,AMR,Alta Mesa Resources Inc.,NASDAQ Capital Market
29307,HP,Helmerich and Payne Inc,New York Stock Exchange
29308,FLR,Fluor Corp,New York Stock Exchange
29310,JHG,Janus Henderson Group PLC,New York Stock Exchange
29311,FDX,FedEx Corp,New York Stock Exchange
29312,EMN,Eastman Chemical Co,New York Stock Exchange
29313,OPK,OPKO Health Inc,Nasdaq Global Select
29314,LNG,Cheniere Energy Inc,NYSE American
29315,EWZ,iShares Inc MSCI Brazil,NYSE Arca
29316,WU,Western Union Co,New York Stock Exchange
29317,BAX,Baxter International Inc,New York Stock Exchange
29318,AOBC,American Outdoor Brands Corporation,Nasdaq Global Select
29319,CARS,Cars.com Inc,New York Stock Exchange
29320,NUAN,Nuance Communications Inc,Nasdaq Global Select
29321,TEL,TE Connectivity Ltd,New York Stock Exchange
29322,MLM,Martin Marietta Materials Inc,New York Stock Exchange
29323,GWW,W W Grainger Inc,New York Stock Exchange
29324,PBF,PBF Energy Inc,New York Stock Exchange
29325,AGN,Allergan plc,New York Stock Exchange
29326,GT,Goodyear Tire & Rubber Co,Nasdaq Global Select
29327,EA,Electronic Arts Inc,Nasdaq Global Select
29328,GPRO,GoPro Inc,Nasdaq Global Select
29329,BW,Babcock & Wilcox Enterprises Inc,New York Stock Exchange
29330,CMI,Cummins Inc,New York Stock Exchange
29331,CNQ,Canadian Natural Resources Ltd,New York Stock Exchange
29332,HCA,HCA Healthcare Inc,New York Stock Exchange
29333,INXN,InterXion Holding N.V. (0.01 nominal value),New York Stock Exchange
29334,VRTX,Vertex Pharmaceuticals Inc,Nasdaq Global Select
29335,QTS,QTS Realty Trust Inc,New York Stock Exchange
29336,SAN,Banco Santander S.A. Sponsored ADR (Spain),New York Stock Exchange
29337,CNHI,CNH Industrial NV,New York Stock Exchange
29338,CNX,CNX Resources Corp,New York Stock Exchange
29339,INFO,IHS Markit Ltd,Nasdaq Global Select
29340,YY,JOYY Inc,Nasdaq Global Select
29341,ES,Eversource Energy,New York Stock Exchange
29342,DXJ,WisdomTree Japan Hedged Equity Fund,NYSE Arca
29343,FWONK,Liberty Media Corporation Series C,Nasdaq Global Select
29344,ARMK,Aramark,New York Stock Exchange
29345,OII,Oceaneering International Inc,New York Stock Exchange
29346,NOW,ServiceNow Inc,New York Stock Exchange
29348,APTV,Aptiv PLC,New York Stock Exchange
29349,HOMB,Home BancShares Inc,Nasdaq Global Select
29350,QD,Qudian Inc,New York Stock Exchange
29351,NSC,Norfolk Southern Corp,New York Stock Exchange
29352,NKTR,Nektar Therapeutics,Nasdaq Global Select
29353,PSX,Phillips 66,New York Stock Exchange
29354,GAB,Gabelli Equity Trust Inc,New York Stock Exchange
29356,CERN,Cerner Corp,Nasdaq Global Select
29357,UPRO,ProShares UltraPro S&P 500,NYSE Arca
29358,MCHI,iShares MSCI China ETF,NASDAQ Global Market
29359,AKAM,Akamai Technologies Inc,Nasdaq Global Select
29360,IEF,iShares 7-10 Year Treasury Bond ETF,NASDAQ Global Market
29361,CS,Credit Suisse Group American Depositary Shares,New York Stock Exchange
29363,PNW,Pinnacle West Capital Corp,New York Stock Exchange
29364,AMH,American Homes 4 Rent,New York Stock Exchange
29365,CDNS,Cadence Design Systems Inc,Nasdaq Global Select
29366,LABD,Direxion Daily S&P Biotech Bear 3X Shares,NYSE Arca
29367,FOE,Ferro Corp,New York Stock Exchange
29368,A,Agilent Technologies Inc,New York Stock Exchange
29369,MDRX,Allscripts Healthcare Solutions Inc,Nasdaq Global Select
29370,MOS,Mosaic Co,New York Stock Exchange
29371,CTB,Cooper Tire & Rubber Co,New York Stock Exchange
29372,LPL,LG Display Co Ltd AMERICAN DEPOSITORY SHARES,New York Stock Exchange
29373,SKX,Skechers USA Inc,New York Stock Exchange
29374,HST,Host Hotels & Resorts Inc,New York Stock Exchange
29375,UE,Urban Edge Properties,New York Stock Exchange
29376,PHM,Pultegroup Inc,New York Stock Exchange
29377,MT,Arcelor Mittal NY Registry Shares NEW,New York Stock Exchange
29378,ISBC,Investors Bancorp Inc,Nasdaq Global Select
29380,CAAP,Corporacion America Airports SA,New York Stock Exchange
29381,WRE,Washington Real Estate Investment Trust,New York Stock Exchange
29382,RRC,Range Resources Corp,New York Stock Exchange
29383,FL,Foot Locker Inc,New York Stock Exchange
29384,NTAP,NetApp Inc,Nasdaq Global Select
29385,AGO,Assured Guaranty Ltd,New York Stock Exchange
29386,DRE,Duke Realty Corp,New York Stock Exchange
29387,BBBY,Bed Bath & Beyond Inc,Nasdaq Global Select
29388,CCJ,Cameco Corp,New York Stock Exchange
29389,MAR,Marriott International Inc,Nasdaq Global Select
29390,AXTA,Axalta Coating Systems Ltd,New York Stock Exchange
29391,VIAV,Viavi Solutions Inc,Nasdaq Global Select
29392,SHOO,Steven Madden Ltd,Nasdaq Global Select
29393,CONE,CyrusOne Inc,Nasdaq Global Select
29394,LOGM,LogMeIn Inc,Nasdaq Global Select
29395,AEM,Agnico Eagle Mines Ltd,New York Stock Exchange
29396,BB,BlackBerry Ltd,New York Stock Exchange
29397,CB,Chubb Ltd,New York Stock Exchange
29398,PRU,Prudential Financial Inc,New York Stock Exchange
29399,RUN,Sunrun Inc,Nasdaq Global Select
29400,MNK,Mallinckrodt PLC,New York Stock Exchange
29401,PVG,Pretium Resources Inc,New York Stock Exchange
29402,HA,Hawaiian Holdings Inc,Nasdaq Global Select
29404,PBCT,People's United Financial Inc,Nasdaq Global Select
29405,UCBI,United Community Banks Inc,Nasdaq Global Select
29406,LBTYA,Liberty Global PLC,Nasdaq Global Select
29407,AVYA,Avaya Holdings Corp,New York Stock Exchange
29408,CBSH,Commerce Bancshares Inc,Nasdaq Global Select
29409,SC,Santander Consumer USA Holdings Inc,New York Stock Exchange
29410,ANF,Abercrombie & Fitch Co,New York Stock Exchange
29411,HIG,Hartford Financial Services Group Inc,New York Stock Exchange
29412,ITW,Illinois Tool Works Inc,New York Stock Exchange
29413,AZN,Astrazeneca PLC,New York Stock Exchange
29414,YELP,Yelp Inc,New York Stock Exchange
29415,MTOR,Meritor Inc,New York Stock Exchange
29417,EVC,Entravision Communications Corp,New York Stock Exchange
29419,SPXS,Direxion Daily S&P 500 Bear 3X,NYSE Arca
29420,IRM,Iron Mountain Inc,New York Stock Exchange
29421,TSCO,Tractor Supply Co,Nasdaq Global Select
29422,EWC,iShares MSCI Canada Index Fund,NYSE Arca
29424,POST,Post Holdings Inc,New York Stock Exchange
29425,EL,Estee Lauder Companies Inc,New York Stock Exchange
29426,ING,ING Group N.V.,New York Stock Exchange
29427,UBS,UBS Group AG,New York Stock Exchange
29428,KRG,Kite Realty Group Trust,New York Stock Exchange
29429,VSH,Vishay Intertechnology Inc,New York Stock Exchange
29430,TER,Teradyne Inc,New York Stock Exchange
29431,EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,NASDAQ Global Market
29433,SPSB,SPDR Portfolio Short Term Corporate Bond,NYSE Arca
29434,TWLO,Twilio Inc,New York Stock Exchange
29435,TRUE,TrueCar Inc,Nasdaq Global Select
29436,RLGY,Realogy Holdings Corp,New York Stock Exchange
29437,HPP,Hudson Pacific Properties Inc,New York Stock Exchange
29438,CNO,CNO Financial Group Inc,New York Stock Exchange
29439,JNPR,Juniper Networks Inc,New York Stock Exchange
29440,SMH,VanEck Vectors Semiconductor,NYSE Arca
29441,URBN,Urban Outfitters Inc,Nasdaq Global Select
29442,ROKU,Roku Inc,Nasdaq Global Select
29443,FEDU,Four Seasons Education (Cayman) Inc,New York Stock Exchange
29444,ETM,Entercom Communications Corp,New York Stock Exchange
29445,BANC,Banc of California Inc,New York Stock Exchange
29446,INVH,Invitation Homes Inc,New York Stock Exchange
29447,OMF,OneMain Holdings Inc,New York Stock Exchange
29448,LW,Lamb Weston Holdings Inc,New York Stock Exchange
29449,CTRE,CareTrust REIT Inc,Nasdaq Global Select
29450,NHI,National Health Investors Inc,New York Stock Exchange
29451,CBL,CBL & Associates Properties Inc,New York Stock Exchange
29452,FE,FirstEnergy Corp,New York Stock Exchange
29453,NOC,Northrop Grumman Corp,New York Stock Exchange
29454,ASH,Ashland Global Holdings Inc.,New York Stock Exchange
29455,MCHP,Microchip Technology Inc,Nasdaq Global Select
29456,KLIC,Kulicke and Soffa Industries Inc,Nasdaq Global Select
29457,O,Realty Income Corp,New York Stock Exchange
29459,XLV,SPDR Select Sector Fund - Health Care,NYSE Arca
29460,FET,Forum Energy Technologies Inc,New York Stock Exchange
29461,TPH,TRI Pointe Group Inc,New York Stock Exchange
29462,AMX,America Movil S.A.B. de C.V.n Depository Receipt Series L,New York Stock Exchange
29463,FLO,Flowers Foods Inc,New York Stock Exchange
29464,SPN,Superior Energy Services Inc,New York Stock Exchange
29465,SHO,Sunstone Hotel Investors Inc,New York Stock Exchange
29466,TEAM,Atlassian Corporation PLC,Nasdaq Global Select
29467,COF,Capital One Financial Corp,New York Stock Exchange
29468,PFPT,Proofpoint Inc,NASDAQ Global Market
29469,EWL,iShares Inc MSCI Switzerland,NYSE Arca
29470,FLT,Fleetcor Technologies Inc,New York Stock Exchange
29471,PLUG,Plug Power Inc,NASDAQ Capital Market
29472,HIMX,Himax Technologies Inc,Nasdaq Global Select
29473,IGT,International Game Technology PLC,New York Stock Exchange
29474,IBB,iShares Nasdaq Biotechnology Index Fund,NASDAQ Global Market
29475,FANG,Diamondback Energy Inc,Nasdaq Global Select
29476,XLRE,Real Estate Select Sector SPDR Fund (The),NYSE Arca
29478,TROW,T. Rowe Price Group Inc,Nasdaq Global Select
29480,ARLP,Alliance Resource Partners LP,Nasdaq Global Select
29481,RXN,Rexnord Corp,New York Stock Exchange
29482,OSK,Oshkosh Corp,New York Stock Exchange
29483,DHR,Danaher Corp,New York Stock Exchange
29485,BLMN,Bloomin' Brands Inc,Nasdaq Global Select
29488,BNDX,Vanguard Total International Bond ETF,NASDAQ Global Market
29489,AMN,AMN Healthcare Services Inc,New York Stock Exchange
29490,PPC,Pilgrims Pride Corp,Nasdaq Global Select
29491,GNTX,Gentex Corp,Nasdaq Global Select
29492,RCL,Royal Caribbean Cruises Ltd,New York Stock Exchange
29493,INTU,Intuit Inc,Nasdaq Global Select
29494,W,Wayfair Inc,New York Stock Exchange
29495,PCAR,Paccar Inc,Nasdaq Global Select
29496,IR,Ingersoll Rand Inc,New York Stock Exchange
29497,PEG,Public Service Enterprise Group Inc,New York Stock Exchange
29498,FBP,First Bancorp,New York Stock Exchange
29499,WEC,WEC Energy Group Inc,New York Stock Exchange
29500,MDC,MDC Holdings Inc,New York Stock Exchange
29501,TISI,Team Inc,New York Stock Exchange
29502,YUMC,Yum China Holdings Inc,New York Stock Exchange
29503,HMSY,HMS Holdings Corp,Nasdaq Global Select
29504,IMMU,Immunomedics Inc,NASDAQ Global Market
29505,ALV,Autoliv Inc,New York Stock Exchange
29506,IWF,iShares Russell 1000 Growth,NYSE Arca
29507,BHP,BHP Billiton Limited,New York Stock Exchange
29508,BXP,Boston Properties Inc,New York Stock Exchange
29509,BYD,Boyd Gaming Corp,New York Stock Exchange
29510,WGO,Winnebago Industries Inc,New York Stock Exchange
29511,KSU,Kansas City Southern,New York Stock Exchange
29512,PUMP,ProPetro Holding Corp,New York Stock Exchange
29513,XLNX,Xilinx Inc,Nasdaq Global Select
29514,NOG,Northern Oil and Gas Inc,NYSE American
29515,GLOG,GasLog Ltd,New York Stock Exchange
29516,FOLD,Amicus Therapeutics Inc,NASDAQ Global Market
29517,JBHT,J B Hunt Transport Services Inc,Nasdaq Global Select
29518,AGG,iShares Core U.S. Aggregate Bond,NYSE Arca
29519,FBHS,Fortune Brands Home & Security Inc,New York Stock Exchange
29520,TXT,Textron Inc,New York Stock Exchange
29521,EXPD,Expeditors International of Washington Inc,Nasdaq Global Select
29522,PDLI,PDL BioPharma Inc,Nasdaq Global Select
29524,EXPE,Expedia Group Inc,Nasdaq Global Select
29526,WERN,Werner Enterprises Inc,Nasdaq Global Select
29527,AGI,Alamos Gold Inc,New York Stock Exchange
29528,ED,Consolidated Edison Inc,New York Stock Exchange
29529,HCSG,Healthcare Services Group Inc,Nasdaq Global Select
29530,DVAX,Dynavax Technologies Corp,NASDAQ Capital Market
29531,DLTR,Dollar Tree Inc,Nasdaq Global Select
29532,GNC,GNC Holdings Inc. Class A,New York Stock Exchange
29533,VIXY,ProShares Trust VIX Short-Term Futures,NYSE Arca
29534,OUT,OUTFRONT Media Inc,New York Stock Exchange
29535,MTSI,MACOM Technology Solutions Holdings Inc,Nasdaq Global Select
29536,DBD,Diebold Nixdorf Inc,New York Stock Exchange
29537,CBT,Cabot Corp,New York Stock Exchange
29538,STOR,STORE Capital Corp,New York Stock Exchange
29539,VEU,Vanguard FTSE All World Ex US,NYSE Arca
29541,BGCP,BGC Partners Inc,Nasdaq Global Select
29542,VCIT,Vanguard Intermediate-Term Corporate Bond ETF,NASDAQ Global Market
29543,ABB,ABB Ltd,New York Stock Exchange
29544,GTE,Gran Tierra Energy Inc,NYSE American
29545,SWKS,Skyworks Solutions Inc,Nasdaq Global Select
29546,CP,Canadian Pacific Railway Ltd,New York Stock Exchange
29547,PNR,Pentair PLC,New York Stock Exchange
29548,PKI,PerkinElmer Inc,New York Stock Exchange
29549,IIVI,II-VI Inc,Nasdaq Global Select
29550,CROX,Crocs Inc,Nasdaq Global Select
29551,ASB,Associated Banc-Corp,New York Stock Exchange
29552,UHS,Universal Health Services Inc,New York Stock Exchange
29553,ENB,Enbridge Inc,New York Stock Exchange
29554,TDC,Teradata Corp,New York Stock Exchange
29555,AG,First Majestic Silver Corp,New York Stock Exchange
29556,ACHC,Acadia Healthcare Company Inc,Nasdaq Global Select
29557,NAT,Nordic American Tanker Ltd,New York Stock Exchange
29558,MLHR,Herman Miller Inc,Nasdaq Global Select
29559,SPG,Simon Property Group Inc,New York Stock Exchange
29560,EWA,iShares MSCI Australia Index Fund,NYSE Arca
29562,QRTEA,Qurate Retail Inc,Nasdaq Global Select
29563,TRIP,TripAdvisor Inc,Nasdaq Global Select
29564,TRP,TC Energy Corp,New York Stock Exchange
29565,FAST,Fastenal Co,Nasdaq Global Select
29566,RH,RH,New York Stock Exchange
29567,IVV,iShares Core S&P 500,NYSE Arca
29568,CBRE,CBRE Group Inc,New York Stock Exchange
29569,HGV,Hilton Grand Vacations Inc,New York Stock Exchange
29570,AEG,AEGON N.V.,New York Stock Exchange
29571,BTI,British American Tobacco Industries p.l.c. ADR,New York Stock Exchange
29572,VIAB,Viacom Inc.,Nasdaq Global Select
29573,EWP,iShares Inc MSCI Spain,NYSE Arca
29574,NVS,Novartis AG,New York Stock Exchange
29575,EWBC,East West Bancorp Inc,Nasdaq Global Select
29576,QSR,Restaurant Brands International Inc,New York Stock Exchange
29578,GSAT,Globalstar Inc,NYSE American
29579,DBEU,Xtrackers MSCI Europe Hedged Equity,NYSE Arca
29580,TTPH,Tetraphase Pharmaceuticals Inc,Nasdaq Global Select
29581,VRAY,ViewRay Inc,NASDAQ Global Market
29582,SGH,Smart Global Holdings Inc,Nasdaq Global Select
29583,ALNY,Alnylam Pharmaceuticals Inc,Nasdaq Global Select
29584,SCHB,Schwab U.S. Broad Market,NYSE Arca
29585,BMRN,Biomarin Pharmaceutical Inc,Nasdaq Global Select
