OPEN_PRICE,CLOSE_PRICE,VOLUME,YEAR,SYMBOL
9.594114285714,9.615900000000,78700.000000000000,1998,XLF
12.886748809524,12.876789682540,4136631.746031746032,2004,XLF
7.759581349206,7.758581746032,119514272.222222222222,2010,XLF
25.174541683398,25.167418138996,67121418.142857142857,2020,XLF
10.574375098814,10.536805533597,211608804.743083003953,2008,XLF
35.376516825843,35.372808977528,54843335.629213483146,2021,XLF
10.635067063492,10.641094047619,55116048.412698412698,2013,XLF
8.066968400000,8.076518400000,80279874.800000000000,2012,XLF
6.266513492063,6.266708730159,189399761.507936507937,2009,XLF
28.792552380952,28.770132142857,20851255.952380952381,2011,XLI
20.136406746032,20.132497619048,64248.412698412698,2000,XLI
64.076237450199,64.093288446215,9317922.310756972112,2017,XLI
51.892305158730,51.950203174603,12036842.857142857143,2016,XLI
16.158985714286,16.281714285714,6800.000000000000,1998,XLI
49.129786111111,49.157166269841,10904261.111111111111,2015,XLI
22.146798412698,22.143187698413,879393.253968253968,2005,XLI
38.428268650794,38.453545634921,9820956.349206349206,2013,XLI
18.803078884462,18.807125498008,46198.007968127490,1999,XLI
24.872686055777,24.876191633466,1416529.880478087649,2006,XLI
74.439635714286,74.495905555556,11078539.285714285714,2019,XLI
16.002630555556,15.985764285714,329176.587301587302,2003,XLI
19.614967338710,19.594243548387,61788.709677419355,2001,XLI
20.148924206349,20.154201984127,666881.349206349206,2004,XLI
47.102015873016,47.080110714286,10347580.952380952381,2014,XLI
16.524612301587,16.484453571429,179157.936507936508,2002,XLI
25.387367588933,25.352031225296,9511655.335968379447,2008,XLI
18.583614285714,18.565519047619,11136831.746031746032,2009,XLI
71.353550199203,71.284147808765,14089215.936254980080,2018,XLI
74.688432891892,74.672061880309,13749742.436293436293,2020,XLI
98.342191011236,98.320168747191,12343746.837078651685,2021,XLI
24.890892857143,24.904543650794,15855104.761904761905,2010,XLI
29.030517928287,29.023505577689,3919449.800796812749,2007,XLI
30.749689600000,30.770169200000,13785169.600000000000,2012,XLI
16.330359920635,16.324050396825,1005237.698412698413,2005,XLK
31.343837301587,31.266579365079,675146.825396825397,1999,XLK
15.847065476190,15.845240873016,622338.492063492063,2004,XLK
76.435713888889,76.502618253968,11821090.079365079365,2019,XLK
20.786397177419,20.775114112903,996138.709677419355,2001,XLK
13.699157936508,13.663800396825,1176296.428571428571,2002,XLK
19.300758333333,19.300004365079,11326283.333333333333,2010,XLK
54.292305179283,54.316368525896,9479910.756972111554,2017,XLK
67.193285657371,67.161572908367,15792003.585657370518,2018,XLK
17.450607171315,17.454232270916,1899563.346613545817,2006,XLK
38.921034920635,38.916709126984,9621585.714285714286,2015,XLK
42.085075793651,42.113407142857,10631205.555555555556,2016,XLK
105.164874023166,105.205143849421,13066694.370656370656,2020,XLK
34.683220238095,34.682466666667,7918842.063492063492,2014,XLK
21.943123015873,21.939909523810,12346869.047619047619,2011,XLK
25.355579600000,25.355980000000,9133651.200000000000,2012,XLK
25.548471428571,25.412300000000,212628.571428571429,1998,XLK
141.984551331461,142.007921398876,8220144.713483146067,2021,XLK
13.470811111111,13.471169444444,693942.857142857143,2003,XLK
17.473275494071,17.442801976285,7551393.675889328063,2008,XLK
28.156193650794,28.166391666667,7499766.666666666667,2013,XLK
15.439081746032,15.447297222222,7807337.698412698413,2009,XLK
20.659861354582,20.646394820717,2680611.155378486056,2007,XLK
39.281529365079,39.138922222222,671686.111111111111,2000,XLK
14.936486507937,14.935653174603,476286.111111111111,2004,XLP
19.294473517787,19.241153754941,4588225.691699604743,2008,XLP
15.678534126984,15.659446031746,892677.380952380952,2005,XLP
33.385096428571,33.404778174603,8535571.825396825397,2013,XLP
23.904870238095,23.923719444444,8939770.634920634921,2011,XLP
16.059143951613,16.047530645161,109405.645161290323,2001,XLP
13.139509523810,13.134788492063,217789.285714285714,2003,XLP
42.768882936508,42.775748015873,8723013.492063492063,2015,XLP
16.499528571429,16.640157142857,66457.142857142857,1998,XLP
50.272639442231,50.295348207171,10350564.940239043825,2017,XLP
61.868270872587,61.877363629344,11982369.555984555985,2020,XLP
46.999846428571,47.023496428571,13147142.460317460317,2016,XLP
56.435839285714,56.463420238095,12867865.079365079365,2019,XLP
14.659238888889,14.646937698413,157367.063492063492,2002,XLP
20.889478571429,20.897494444444,6722813.492063492063,2010,XLP
50.372398804781,50.353754183267,16287932.270916334661,2018,XLP
27.722156800000,27.730436400000,6073444.800000000000,2012,XLP
37.907385317460,37.930520238095,7750099.206349206349,2014,XLP
17.602537698413,17.606585317460,5705265.476190476190,2009,XLP
16.878872111554,16.890347011952,1576239.043824701195,2006,XLP
15.639756349206,15.599453571429,84514.682539682540,1999,XLP
15.007038095238,15.040455555556,177394.444444444444,2000,XLP
19.245015936255,19.250633466135,2068484.860557768924,2007,XLP
68.754269769663,68.755449410112,10963770.387640449438,2021,XLP
42.118595488764,42.153651713483,4980429.410112359551,2021,XLRE
35.579657720930,35.558858554264,6177150.077519379845,2020,XLRE
35.681696428571,35.694036904762,4216221.428571428571,2019,XLRE
27.405075697211,27.375569322709,803349.402390438247,2016,XLRE
29.000973306773,29.016470916335,1882025.896414342629,2017,XLRE
29.828109561753,29.817671713147,3773140.637450199203,2018,XLRE
25.981189090909,25.957498181818,7850.909090909091,2015,XLRE
24.851702390438,24.839948207171,5941807.569721115538,2007,XLU
15.373481048387,15.373799193548,67336.290322580645,2001,XLU
42.294224603175,42.353389682540,16310478.174603174603,2016,XLU
13.882891666667,13.856356349206,32794.841269841270,1999,XLU
14.168017460317,14.157165476190,115952.777777777778,2000,XLU
17.858456746032,17.828298015873,1933388.492063492063,2005,XLU
18.715614285714,18.700733333333,6976597.222222222222,2009,XLU
29.848772222222,29.864686507937,10210371.031746031746,2013,XLU
34.485901587302,34.525187698413,12127574.603174603175,2014,XLU
37.114351587302,37.103914285714,12918232.936507936508,2015,XLU
23.970334920635,23.969698809524,7983855.555555555556,2011,XLU
47.600512350598,47.622225498008,12115224.701195219124,2017,XLU
60.796367234615,60.800597242308,16655207.050000000000,2020,XLU
14.149814285714,14.062728571429,23271.428571428571,1998,XLU
23.255446245059,23.208410276680,6611287.747035573123,2008,XLU
13.883489682540,13.871267460317,836000.000000000000,2004,XLU
11.284810317460,11.231953174603,565401.190476190476,2003,XLU
48.465843824701,48.466400796813,18041147.808764940239,2018,XLU
20.003449402390,20.020739442231,3326016.334661354582,2006,XLU
26.954502000000,26.952101600000,7139335.600000000000,2012,XLU
57.776414285714,57.822565079365,16701586.111111111111,2019,XLU
21.089821428571,21.088352380952,6791070.238095238095,2010,XLU
64.557022426966,64.548426932584,12016962.494382022472,2021,XLU
12.013463492063,11.958622222222,251765.476190476190,2002,XLU
23.804244047619,23.764720238095,781336.507936507937,2005,XLV
73.667887649402,73.720439043825,7283953.386454183267,2017,XLV
66.272661904762,66.251115873016,11722876.587301587302,2015,XLV
20.485996825397,20.490997222222,98205.952380952381,2002,XLV
102.438342538760,102.403458953488,10484306.937984496124,2020,XLV
28.551601190476,28.565290873016,10320712.301587301587,2011,XLV
22.762472222222,22.713623015873,445528.174603174603,2004,XLV
55.639215873016,55.633064682540,8562190.873015873016,2014,XLV
22.240290873016,22.239694841270,5997696.825396825397,2009,XLV
27.796227091633,27.800888446215,1975290.836653386454,2007,XLV
21.692899206349,21.667911904762,50334.523809523810,2000,XLV
65.258604761905,65.276425000000,10976475.793650793651,2016,XLV
83.702640239044,83.695428286853,9700004.382470119522,2018,XLV
24.631625691700,24.601033201581,4501971.936758893281,2008,XLV
25.587925000000,25.585544444444,7578538.492063492063,2010,XLV
43.419983730159,43.444389682540,6805455.555555555556,2013,XLV
21.016678968254,21.009575000000,139732.539682539683,2003,XLV
33.158137600000,33.177016400000,5747637.200000000000,2012,XLV
89.612332936508,89.630349206349,9893144.444444444444,2019,XLV
18.717314285714,18.849042857143,10485.714285714286,1998,XLV
122.837977415730,122.870449500000,9647771.764044943820,2021,XLV
20.782213492063,20.778053174603,31807.936507936508,1999,XLV
20.364075806452,20.384688709677,69702.822580645161,2001,XLV
24.990943824701,24.994967729084,1261968.924302788845,2006,XLV
